Sex,Single,Unemployed,Age,Credit,LoanDuration,PurposeOfLoan,InstallmentRate,Housing,Label,Prediction,BinaryPrediction
1.0,1,0,68,6761,18,6,2,2.0,0,0.36381438,0
1.0,0,0,28,1249,24,6,4,1.0,1,0.39824033,0
1.0,1,0,59,1364,9,3,3,1.0,1,0.9925802,1
1.0,1,0,57,709,12,3,4,1.0,0,0.983438,1
1.0,0,0,33,2235,20,6,4,2.0,0,0.32559836,0
1.0,1,0,43,4042,24,10,3,1.0,1,0.97159773,1
1.0,1,0,35,1471,15,3,4,3.0,1,0.7847842,1
1.0,1,0,32,1442,18,6,4,3.0,0,0.2662662,0
1.0,1,0,45,10875,36,6,2,1.0,1,0.43263617,0
1.0,0,0,33,1474,24,6,4,1.0,1,0.39801747,0
0.0,0,0,40,894,10,9,4,1.0,1,0.8135155,1
1.0,1,0,28,3343,15,4,4,3.0,1,0.64934635,1
0.0,0,0,29,3959,15,6,3,1.0,0,0.7240707,1
1.0,1,0,26,3577,9,6,1,2.0,1,0.84067035,1
1.0,1,0,27,5804,24,10,4,1.0,1,0.8587958,1
1.0,0,0,28,2169,18,1,4,1.0,0,0.5731868,1
0.0,0,0,35,2439,24,3,4,1.0,0,0.66453993,1
1.0,1,0,32,4526,27,4,4,1.0,1,0.78820074,1
1.0,1,0,25,2210,10,4,2,2.0,0,0.7432739,1
0.0,0,0,20,2221,15,4,2,2.0,1,0.34900427,0
0.0,0,0,27,2389,18,3,4,1.0,1,0.7304386,1
1.0,1,0,42,3331,12,4,2,1.0,1,0.89622,1
1.0,1,0,37,7409,36,1,3,1.0,1,0.21263838,0
0.0,0,0,24,652,12,4,4,2.0,1,0.47751355,0
0.0,0,0,40,7678,36,4,2,1.0,1,0.55651164,1
1.0,1,0,46,1343,6,6,1,1.0,1,0.9984311,1
1.0,1,0,26,1382,24,1,4,1.0,1,0.699648,1
0.0,0,0,24,874,15,5,4,1.0,1,0.5790551,1
1.0,1,0,29,3590,12,4,2,1.0,1,0.8253977,1
0.0,0,0,40,1322,11,6,4,1.0,1,0.77572596,1
1.0,1,0,36,1940,18,3,3,3.0,1,0.8260149,1
1.0,1,0,28,3595,36,3,4,1.0,1,0.6605287,1
1.0,1,0,27,1422,9,6,3,3.0,0,0.5731026,1
1.0,1,0,36,6742,30,3,2,1.0,1,0.6740977,1
1.0,1,0,38,7814,24,10,3,1.0,1,0.90135944,1
1.0,0,0,48,9277,24,10,2,3.0,1,0.3168793,0
1.0,1,0,36,2181,30,6,4,1.0,1,0.50731903,1
0.0,0,1,65,1098,18,3,4,1.0,1,0.740658,1
1.0,0,0,43,4057,24,4,3,1.0,0,0.6850263,1
0.0,0,0,53,795,12,2,4,1.0,0,0.91833586,1
1.0,1,0,34,2825,24,1,4,1.0,1,0.77503604,1
1.0,1,0,23,15672,48,1,2,1.0,0,0.013471495,0
1.0,1,0,34,6614,36,6,4,1.0,1,0.63137186,1
1.0,1,0,40,7824,28,10,3,2.0,1,0.71358705,1
1.0,1,0,43,2442,27,1,4,1.0,1,0.69916826,1
1.0,1,0,46,1829,15,3,4,1.0,1,0.9281565,1
1.0,1,0,38,2171,12,6,4,1.0,1,0.5861998,1
1.0,1,0,34,5800,36,10,3,1.0,1,0.89161617,1
1.0,1,0,29,1169,18,3,4,1.0,1,0.84956396,1
1.0,1,0,31,8947,36,10,3,1.0,1,0.7337135,1
0.0,0,0,28,2606,21,3,4,2.0,1,0.4226795,0
0.0,0,0,35,1592,12,4,3,1.0,1,0.7927225,1
0.0,0,0,33,2186,15,4,1,2.0,1,0.7630056,1
1.0,1,0,42,4153,18,4,2,1.0,0,0.82448244,1
1.0,1,0,43,2625,16,6,2,2.0,0,0.8779908,1
1.0,0,0,44,3485,20,6,2,1.0,1,0.8473182,1
1.0,1,0,42,10477,36,10,2,3.0,1,0.26254678,0
1.0,0,0,40,1386,15,3,4,2.0,1,0.7303894,1
1.0,1,0,36,1278,24,3,4,1.0,1,0.8192916,1
1.0,1,0,20,1107,12,3,2,2.0,1,0.7685138,1
1.0,1,0,24,3763,21,6,2,1.0,1,0.6903078,1
1.0,0,0,27,3711,36,2,2,1.0,1,0.5567592,1
0.0,0,0,46,3594,15,10,1,1.0,1,0.9974513,1
0.0,0,0,33,3195,9,6,1,1.0,1,0.92050004,1
0.0,0,0,34,4454,36,3,4,1.0,1,0.6944394,1
0.0,0,0,25,4736,24,4,2,1.0,0,0.41571617,0
0.0,0,0,25,2991,30,3,2,1.0,1,0.4663818,0
1.0,0,0,28,2142,11,1,1,1.0,1,0.9413008,1
1.0,1,0,31,3161,24,1,4,2.0,0,0.1798028,0
0.0,0,0,32,18424,48,7,1,1.0,0,0.07449212,0
1.0,1,0,32,2848,10,10,1,1.0,1,0.9990538,1
1.0,1,0,68,14896,6,6,1,1.0,0,0.044327058,0
1.0,0,1,33,2359,24,4,1,1.0,0,0.9462918,1
1.0,1,0,39,3345,24,4,4,2.0,0,0.67838377,1
0.0,0,0,28,1817,18,4,4,1.0,1,0.70283496,1
1.0,1,0,37,12749,48,3,4,1.0,1,0.81418264,1
0.0,0,0,22,1366,9,3,3,2.0,0,0.57973236,1
1.0,1,0,30,2002,12,6,3,2.0,1,0.54430544,1
1.0,0,0,55,6872,24,4,2,1.0,0,0.48429504,0
1.0,1,0,46,697,12,6,4,1.0,0,0.61095697,1
0.0,0,0,21,1049,18,4,4,2.0,1,0.39986408,0
1.0,1,0,39,10297,48,10,4,3.0,0,0.13678792,0
1.0,1,0,58,1867,30,3,4,1.0,1,0.85741436,1
1.0,1,0,43,1344,12,6,4,1.0,1,0.56532216,1
1.0,1,0,24,1747,24,4,4,1.0,1,0.73860407,1
0.0,0,0,22,1670,9,3,4,1.0,0,0.71752566,1
1.0,1,0,30,1224,9,6,3,1.0,1,0.60962546,1
1.0,1,0,42,522,12,3,4,1.0,1,0.9350199,1
0.0,0,0,23,1498,12,3,4,1.0,1,0.71342283,1
1.0,1,0,30,1919,30,3,4,1.0,0,0.76841766,1
0.0,0,0,28,745,9,3,3,1.0,0,0.8031078,1
1.0,0,0,30,2063,6,3,4,2.0,1,0.68872124,1
1.0,1,0,42,6288,60,2,4,3.0,0,0.006368952,0
1.0,1,0,46,6842,24,10,2,1.0,1,0.9884766,1
1.0,1,0,45,3527,12,6,2,1.0,1,0.92184925,1
1.0,1,0,31,1546,10,6,3,1.0,1,0.61465305,1
1.0,1,0,31,929,24,4,4,1.0,1,0.66765547,1
1.0,1,0,42,1455,4,6,2,1.0,1,0.9757879,1
0.0,0,0,46,1845,15,4,4,2.0,1,0.8691037,1
0.0,0,0,30,8358,48,6,1,1.0,1,0.62339455,1
1.0,1,0,30,3349,24,4,4,3.0,0,0.5391029,1
1.0,1,1,38,2859,12,6,4,1.0,1,0.38411418,0
1.0,0,0,43,1533,18,4,4,1.0,0,0.7180564,1
1.0,1,0,31,3621,24,3,2,1.0,0,0.7364744,1
1.0,0,1,40,3590,18,1,3,1.0,1,0.31006032,0
1.0,1,0,24,2145,36,1,2,1.0,0,0.31246227,0
0.0,0,0,28,4113,24,10,3,2.0,0,0.7594343,1
0.0,0,1,26,10974,36,4,4,1.0,0,0.74744695,1
0.0,0,0,29,1893,12,6,4,1.0,1,0.6414189,1
0.0,0,0,57,1231,24,3,4,2.0,1,0.89750934,1
1.0,1,0,49,3656,30,3,4,1.0,1,0.85287505,1
1.0,1,0,37,1154,9,3,2,1.0,1,0.95941323,1
1.0,1,0,45,4006,28,6,3,1.0,0,0.7072512,1
1.0,1,0,30,3069,24,4,4,3.0,1,0.5260481,1
1.0,0,0,30,1740,6,3,2,2.0,1,0.9280538,1
1.0,0,0,47,2353,21,6,1,1.0,1,0.9678554,1
1.0,1,0,29,3556,15,6,3,1.0,1,0.715958,1
1.0,1,0,35,2397,24,3,3,1.0,0,0.7713629,1
1.0,0,0,22,454,6,8,3,1.0,1,0.76558596,1
0.0,0,0,26,1715,30,3,4,1.0,1,0.6458968,1
1.0,1,0,23,2520,27,3,4,1.0,0,0.7108225,1
0.0,0,0,54,3568,15,3,4,2.0,1,0.7579194,1
1.0,0,0,29,7166,42,3,2,2.0,1,0.7141588,1
1.0,1,0,40,3939,11,6,1,1.0,1,0.98858446,1
1.0,1,0,22,1514,15,8,4,1.0,1,0.6154109,1
1.0,1,0,43,7393,24,6,1,1.0,1,0.85717934,1
0.0,0,1,29,1193,24,6,1,2.0,0,0.93086326,1
1.0,1,0,36,7297,60,1,4,2.0,0,0.0015374853,0
0.0,0,0,33,2831,30,3,4,1.0,1,0.66157347,1
0.0,0,0,57,1258,24,3,3,1.0,1,0.9272009,1
0.0,0,0,64,753,6,3,2,1.0,1,0.9968261,1
1.0,1,0,42,2427,18,1,4,1.0,1,0.7673968,1
1.0,1,0,47,2538,24,6,4,1.0,0,0.5242992,1
1.0,0,0,25,1264,15,6,2,2.0,0,0.47244808,0
1.0,1,0,49,8386,30,4,2,1.0,0,0.3540385,0
1.0,1,1,33,4844,48,1,3,2.0,0,0.007167816,0
0.0,0,0,28,2923,21,6,1,1.0,1,0.9061653,1
1.0,1,0,26,8229,36,10,2,1.0,0,0.6825777,1
1.0,1,0,30,2028,24,4,2,1.0,1,0.7041286,1
0.0,0,0,25,1433,15,4,4,2.0,1,0.45744953,0
1.0,0,0,33,6289,42,1,2,1.0,1,0.41245866,0
0.0,0,1,64,1409,13,3,2,1.0,1,0.9737123,1
1.0,1,1,29,6579,24,10,4,3.0,1,0.19752882,0
1.0,1,0,48,1743,24,3,4,1.0,1,0.853193,1
1.0,1,0,37,3565,12,2,2,1.0,1,0.91554433,1
1.0,1,0,34,1569,15,3,4,1.0,1,0.8788644,1
1.0,0,0,23,1936,18,3,2,2.0,1,0.55101043,1
1.0,1,1,30,3959,36,4,4,1.0,1,0.6803966,1
1.0,1,0,50,2390,12,6,4,1.0,1,0.7328578,1
0.0,0,0,31,1736,12,4,3,1.0,1,0.75938416,1
1.0,0,0,40,3857,30,10,4,1.0,1,0.8943598,1
1.0,1,0,38,804,12,3,4,1.0,1,0.9123361,1
1.0,1,0,23,1845,45,3,4,3.0,0,0.052874215,0
1.0,1,1,27,4576,45,10,3,1.0,1,0.87829405,1
